,id,test_class,train_class,mag,k,M,B,result_by_mag
77,0,B,M,2.109974106659592,78,1.4742550511981656,0.7373963482760654,B
78,0,B,M,2.109974106659592,79,1.5166363215622607,0.7373963482760654,B
79,0,B,M,2.129139589959506,80,1.5549177758370887,0.7373963482760654,B
80,0,B,M,2.129139589959506,81,1.5886955296089957,0.7373963482760654,B
81,0,B,M,2.136277848831116,82,1.6191167695657802,0.7373963482760654,B
82,0,B,M,2.136277848831116,83,1.64633577373764,0.7373963482760654,B
83,0,B,M,2.221596101428166,84,1.6750987901221663,0.7373963482760654,B
84,0,B,M,2.221596101428166,85,1.7011224716129283,0.7373963482760654,B
85,0,B,M,2.22203633723032,86,1.7248003745955371,0.7373963482760654,B
86,0,B,M,2.22203633723032,87,1.7464193294927015,0.7373963482760654,B
87,0,B,M,2.247009210677091,88,1.7672772412087179,0.7373963482760654,B
88,0,B,M,2.254589810087291,89,1.7867697439638608,0.7373963482760654,B
89,0,B,M,2.254589810087291,90,1.8047628234301465,0.7373963482760654,B
90,0,B,M,2.3838192488643917,91,1.8262093577054888,0.7373963482760654,B
91,0,B,M,2.3838192488643917,92,1.8461239966754497,0.7373963482760654,B
92,0,B,M,2.429291341965468,93,1.8662332154785537,0.7373963482760654,B
93,0,B,M,2.429291341965468,94,1.8850018196947842,0.7373963482760654,B
94,0,B,B,2.46178559709708,95,1.8850018196947842,0.7639254136425426,B
95,0,B,M,2.550011817280757,96,1.9064537551007832,0.7639254136425426,B
96,0,B,M,2.550011817280757,97,1.9265649445439073,0.7639254136425426,B
97,0,B,M,2.5742764939488136,98,1.9461925672531466,0.7639254136425426,B
98,0,B,M,2.5742764939488136,99,1.9646656239206663,0.7639254136425426,B
99,0,B,M,2.691632009863863,100,1.9854360920904721,0.7639254136425426,B
100,0,B,M,2.750458519032567,101,2.0066867150610856,0.7639254136425426,B
101,0,B,M,2.9617497673542528,102,2.032499229987928,0.7639254136425426,B
102,0,B,M,2.9617497673542528,103,2.056953191497568,0.7639254136425426,B
103,0,B,M,2.9760591408357517,104,2.0805200107113677,0.7639254136425426,B
104,0,B,M,3.0432978042191463,105,2.1045894555490623,0.7639254136425426,B
105,0,B,M,3.0432978042191463,106,2.1274847811263817,0.7639254136425426,B
106,0,B,M,3.0995600219328416,107,2.1506294297170117,0.7639254136425426,B
107,0,B,M,3.183940616706557,108,2.1746599224376983,0.7639254136425426,B
108,0,B,M,3.183940616706557,109,2.197598120034718,0.7639254136425426,B
109,0,B,M,3.244615528207364,110,2.2208651735496656,0.7639254136425426,B
110,0,B,M,3.244615528207364,111,2.243120616042224,0.7639254136425426,B
111,0,B,M,3.3860360239984906,112,2.2674379651476766,0.7639254136425426,B
112,0,B,M,3.422460586950145,113,2.291500936435228,0.7639254136425426,B
113,0,B,M,3.422460586950145,114,2.31458174562941,0.7639254136425426,B
114,1,B,B,0.1485892582489891,1,2.31458174562941,0.1485892582489891,B
115,1,B,B,0.16435733087258736,2,2.31458174562941,0.15647329456078823,B
116,1,B,B,0.16435733087258736,3,2.31458174562941,0.15910130666472128,B
117,1,B,B,0.23312585978342037,4,2.31458174562941,0.17760744494439606,B
118,1,B,B,0.23658598184072063,5,2.31458174562941,0.18940315232366098,B
119,1,B,B,0.23658598184072063,6,2.31458174562941,0.19726695724317092,B
120,1,B,B,0.23828176844418258,7,2.31458174562941,0.2031262159861726,B
121,1,B,B,0.23828176844418258,8,2.31458174562941,0.20752066004342384,B
122,1,B,B,0.25662022391069195,9,2.31458174562941,0.21297616713978698,B
123,1,B,B,0.29269062335049945,10,2.31458174562941,0.22094761276085823,B
124,1,B,B,0.29269062335049945,11,2.31458174562941,0.22746970463264382,B
125,1,B,B,0.3511931561647096,12,2.31458174562941,0.23777999226031596,B
126,1,B,B,0.37014002216826325,13,2.31458174562941,0.24796153302246576,B
127,1,B,B,0.3743098543395792,14,2.31458174562941,0.2569864131165453,B
128,1,B,B,0.3784263499542452,15,2.31458174562941,0.26508240890572526,B
129,1,B,B,0.3784263499542452,16,2.31458174562941,0.2721664052212578,B
130,1,B,B,0.41506061791550514,17,2.31458174562941,0.2805719471444488,B
131,1,B,B,0.4543855718983368,18,2.31458174562941,0.2902282596307759,B
132,1,B,B,0.4543855718983368,19,2.31458174562941,0.29886811817117387,B
133,1,B,B,0.47671597327868376,20,2.31458174562941,0.3077605109265494,B
134,1,B,B,0.47671597327868376,21,2.31458174562941,0.31580600913379386,B
135,1,B,B,0.4811988978339771,22,2.31458174562941,0.3233238677110749,B
136,1,B,B,0.4811988978339771,23,2.31458174562941,0.33018799945554894,B
137,1,B,B,0.5467484630588658,24,2.31458174562941,0.33921135210568715,B
138,1,B,B,0.5467484630588658,25,2.31458174562941,0.34751283654381426,B
139,1,B,M,0.5872794336483513,26,0.5872794336483513,0.34751283654381426,B
140,1,B,M,0.5872794336483513,27,0.5872794336483513,0.34751283654381426,B
141,1,B,B,0.6393326931102349,28,0.5872794336483513,0.3587366771809843,B
142,1,B,B,0.6507446809160597,29,0.5872794336483513,0.3695517884304315,B
143,1,B,B,0.7145506039995164,30,0.5872794336483513,0.38187317470075594,B
144,1,B,B,0.7145506039995164,31,0.5872794336483513,0.3933448101938167,B
145,1,B,B,0.7285849678921332,32,0.5872794336483513,0.40451948211709393,B
146,1,B,B,0.7285849678921332,33,0.5872794336483513,0.4149732074646758,B
147,1,B,B,0.7774365137699603,34,0.5872794336483513,0.4263001857867159,B
148,1,B,B,0.7774365137699603,35,0.5872794336483513,0.4369406805740869,B
149,1,B,B,0.7852794328115451,36,0.5872794336483513,0.44718593799283574,B
150,1,B,B,0.8102469450559225,37,0.5872794336483513,0.4575591096232096,B
151,1,B,B,0.8102469450559225,38,0.5872794336483513,0.467355993940785,B
152,1,B,B,0.8227548370649858,39,0.5872794336483513,0.47696136807927686,B
153,1,B,B,0.8227548370649858,40,0.5872794336483513,0.4860611962104797,B
154,1,B,B,0.8365065720045416,41,0.5872794336483513,0.4950469750769941,B
155,1,B,B,0.8365065720045416,42,0.5872794336483513,0.5035834650001828,B
156,1,B,B,0.8532164468287758,43,0.5872794336483513,0.5121110987033192,B
157,1,B,B,0.8532164468287758,44,0.5872794336483513,0.5202326546110682,B
158,1,B,B,0.8711173588874861,45,0.5872794336483513,0.5283927640128453,B
159,1,B,B,0.8711173588874861,46,0.5872794336483513,0.5361819593509053,B
160,1,B,B,0.9206996235389682,47,0.5872794336483513,0.5447267963328623,B
161,1,B,B,0.9298620320711916,48,0.5872794336483513,0.5530993014576085,B
162,1,B,B,0.9426443922783109,49,0.5872794336483513,0.5613874948793256,B
163,1,B,B,0.9426443922783109,50,0.5872794336483513,0.5693303469084711,B
164,1,B,B,0.9715190135268915,51,0.5872794336483513,0.5775382788802755,B
165,1,B,B,0.9715190135268915,52,0.5872794336483513,0.5854178935732078,B
166,1,B,B,0.9859959896162088,53,0.5872794336483513,0.5932723660446393,M
167,1,B,B,0.9859959896162088,54,0.5872794336483513,0.6008247434210157,M
168,1,B,M,1.0597655640258004,55,0.7447748104408344,0.6008247434210157,B
169,1,B,B,1.0806980979789373,56,0.7447748104408344,0.6098789576579575,B
170,1,B,B,1.0806980979789373,57,0.7447748104408344,0.6185978306268646,B
171,1,B,B,1.0808521524151975,58,0.7447748104408344,0.6270024546593798,B
172,1,B,B,1.0808521524151975,59,0.7447748104408344,0.6351069135478765,B
173,1,B,B,1.1566470728842815,60,0.7447748104408344,0.6442567409046556,B
174,1,B,B,1.1566470728842815,61,0.7447748104408344,0.6530910569732697,B
175,1,B,B,1.1719075803035668,62,0.7447748104408344,0.6618845573686986,B
176,1,B,B,1.212437274779745,63,0.7447748104408344,0.671060435992216,B
177,1,B,M,1.2228928996799702,64,0.8643043327506184,0.671060435992216,B
178,1,B,M,1.3665814988947913,65,0.9647597659794529,0.671060435992216,B
179,1,B,M,1.4407185249831105,66,1.0440862258133958,0.671060435992216,B
180,1,B,M,1.4407185249831105,67,1.100747982837641,0.671060435992216,B
181,1,B,B,1.4621720789639496,68,1.100747982837641,0.6840294793196215,B
182,1,B,M,1.4849266791947844,69,1.1487703198822838,0.6840294793196215,B
183,1,B,M,1.4849266791947844,70,1.1861210264725617,0.6840294793196215,B
184,1,B,B,1.556907113539064,71,1.1861210264725617,0.6981081508392899,B
185,1,B,B,1.556907113539064,72,1.1861210264725617,0.7117398804059529,B
186,1,B,M,1.574765503912249,73,1.2249854742165305,0.7117398804059529,B
187,1,B,M,1.574765503912249,74,1.256783658734323,0.7117398804059529,B
188,1,B,B,1.7092334873187958,75,1.256783658734323,0.7273257180139662,B
189,1,B,M,1.7667592314052576,76,1.2992816231235678,0.7273257180139662,B
190,1,B,M,1.9264482306304496,77,1.3475252083164049,0.7273257180139662,B
191,1,B,M,1.972964560017431,78,1.392199447723621,0.7273257180139662,B
192,1,B,M,1.972964560017431,79,1.4309171218765415,0.7273257180139662,B
193,1,B,M,2.013040897701449,80,1.4672998578655982,0.7273257180139662,B
194,1,B,M,2.013040897701449,81,1.4994022719735893,0.7273257180139662,B
195,1,B,M,2.044188707615643,82,1.5296681850648146,0.7273257180139662,B
196,1,B,M,2.044188707615643,83,1.5567482125674896,0.7273257180139662,B
197,1,B,M,2.0952262521057605,84,1.5836721145444033,0.7273257180139662,B
198,1,B,M,2.0952262521057605,85,1.6080318353806582,0.7273257180139662,B
199,1,B,M,2.095433199558475,86,1.6301864428432864,0.7273257180139662,B
200,1,B,M,2.095433199558475,87,1.6504145627004687,0.7273257180139662,B
201,1,B,M,2.139773568520648,88,1.6708045212763094,0.7273257180139662,B
202,1,B,M,2.139773568520648,89,1.6895632831660827,0.7273257180139662,B
203,1,B,M,2.174357324285984,90,1.7082092078245406,0.7273257180139662,B
204,1,B,M,2.250823335257898,91,1.7283060273591093,0.7273257180139662,B
205,1,B,M,2.250823335257898,92,1.746967359784066,0.7273257180139662,B
206,1,B,M,2.3077072109712793,93,1.7663032167215562,0.7273257180139662,B
207,1,B,M,2.3077072109712793,94,1.7843500165298805,0.7273257180139662,B
208,1,B,M,2.4415995179905097,95,1.805551613351191,0.7273257180139662,B
209,1,B,M,2.4415995179905097,96,1.8254281103711698,0.7273257180139662,B
210,1,B,M,2.482671485110407,97,1.8453445762723588,0.7273257180139662,B
211,1,B,M,2.482671485110407,98,1.864089485355831,0.7273257180139662,B
212,1,B,B,2.5158695348872553,99,1.864089485355831,0.7548417767350938,B
213,1,B,M,2.591299826893448,100,1.8848669236854774,0.7548417767350938,B
214,1,B,M,2.6453154403489907,101,1.9059904935927972,0.7548417767350938,B
215,1,B,M,2.844073646846455,102,1.9313440923293825,0.7548417767350938,B
216,1,B,M,2.844073646846455,103,1.9553632911324634,0.7548417767350938,B
217,1,B,M,2.8789079433123397,104,1.9790439232396397,0.7548417767350938,B
218,1,B,M,2.9605527914217573,105,2.0035816449441928,0.7548417767350938,B
219,1,B,M,2.9605527914217573,106,2.0269224046143774,0.7548417767350938,B
220,1,B,M,2.9964299873899476,107,2.050005918489986,0.7548417767350938,B
221,1,B,M,3.0610154963395892,108,2.0735177691376516,0.7548417767350938,B
222,1,B,M,3.0610154963395892,109,2.095960899301332,0.7548417767350938,B
223,1,B,M,3.1352061251178465,110,2.11905523765281,0.7548417767350938,B
224,1,B,M,3.1352061251178465,111,2.1411454743368323,0.7548417767350938,B
225,1,B,M,3.2808364967308683,112,2.1653942194941527,0.7548417767350938,B
226,1,B,M,3.3401529642285,113,2.1898683600094513,0.7548417767350938,B
227,1,B,M,3.3401529642285,114,2.2133435560139216,0.7548417767350938,B
228,2,B,B,0.12156066872799087,1,2.2133435560139216,0.12156066872799087,B
229,2,B,B,0.12156066872799087,2,2.2133435560139216,0.12156066872799087,B
230,2,B,B,0.13026857533315422,3,2.2133435560139216,0.12446330426304532,B
231,2,B,B,0.14045131673397263,4,2.2133435560139216,0.12846030738077716,B
232,2,B,B,0.14045131673397263,5,2.2133435560139216,0.13085850925141623,B
233,2,B,B,0.16957389548550844,6,2.2133435560139216,0.13731107362376493,B
234,2,B,B,0.16957389548550844,7,2.2133435560139216,0.14192004817544257,B
235,2,B,B,0.27798466717741765,8,2.2133435560139216,0.15892812555068947,B
236,2,B,B,0.27798466717741765,9,2.2133435560139216,0.1721566301758815,B
237,2,B,B,0.33071676629203983,10,2.2133435560139216,0.18801264378749732,B
238,2,B,B,0.33071676629203983,11,2.2133435560139216,0.20098574583336484,B
239,2,B,B,0.4264423866882556,12,2.2133435560139216,0.21977379923793908,B
240,2,B,B,0.4408797883117538,13,2.2133435560139216,0.23678195224361714,B
241,2,B,B,0.4581773423015053,14,2.2133435560139216,0.2525959086763235,B
242,2,B,B,0.4581773423015053,15,2.2133435560139216,0.2663013375846689,B
243,2,B,M,0.5107710926908458,16,0.5107710926908458,0.2663013375846689,B
244,2,B,M,0.5107710926908458,17,0.5107710926908458,0.2663013375846689,B
245,2,B,B,0.5692467322469309,18,0.5107710926908458,0.2852354247510603,B
246,2,B,B,0.5692467322469309,19,0.5107710926908458,0.3019419722508174,B
247,2,B,B,0.5703429814098591,20,0.5107710926908458,0.3168531394263197,B
248,2,B,B,0.5703429814098591,21,0.5107710926908458,0.3301947100570323,B
249,2,B,B,0.578624008349525,22,0.5107710926908458,0.342616174971657,B
250,2,B,B,0.5926419522586411,23,0.5107710926908458,0.35452216436627526,B
251,2,B,B,0.5926419522586411,24,0.5107710926908458,0.3653457910886555,B
252,2,B,B,0.6152875170847115,25,0.5107710926908458,0.37621282265370143,B
253,2,B,B,0.6158299208549064,26,0.5107710926908458,0.38619686841208495,B
254,2,B,B,0.6242295038239846,27,0.5107710926908458,0.39571817382856095,B
255,2,B,B,0.6242295038239846,28,0.5107710926908458,0.40450707113607726,B
256,2,B,B,0.6625153472471995,29,0.5107710926908458,0.41406293321426696,B
257,2,B,B,0.6625153472471995,30,0.5107710926908458,0.4229362337154431,B
258,2,B,B,0.6856586090569419,31,0.5107710926908458,0.43199562596859825,B
259,2,B,B,0.6856586090569419,32,0.5107710926908458,0.44045105873820967,B
260,2,B,B,0.6983179647227047,33,0.5107710926908458,0.4487693460280321,B
261,2,B,B,0.7256511110719714,34,0.5107710926908458,0.45742190118565523,B
262,2,B,B,0.7256511110719714,35,0.5107710926908458,0.46555005906099817,B
263,2,B,B,0.742355023133979,36,0.5107710926908458,0.4736913815337329,B
264,2,B,B,0.7471331645330122,37,0.5107710926908458,0.48150400390514086,B
265,2,B,B,0.7471331645330122,38,0.5107710926908458,0.48888259170035947,B
266,2,B,B,0.7552499870584494,39,0.5107710926908458,0.4960817104938213,B
267,2,B,B,0.8356890000015822,40,0.5107710926908458,0.5050187444282361,B
268,2,B,B,0.8431985740084659,41,0.5107710926908458,0.5136900221097804,M
269,2,B,B,0.8431985740084659,42,0.5107710926908458,0.5219277359072476,M
270,2,B,B,0.9287858953526713,43,0.5107710926908458,0.5318511056498189,M
271,2,B,B,0.9287858953526713,44,0.5107710926908458,0.5413019339760773,M
272,2,B,B,1.029707012728487,45,0.5107710926908458,0.5526601916214822,M
273,2,B,B,1.029707012728487,46,0.5107710926908458,0.5635021648284595,M
274,2,B,B,1.0673873744751128,47,0.5107710926908458,0.5746996139317185,M
275,2,B,B,1.0673873744751128,48,0.5107710926908458,0.5854102174217923,M
276,2,B,M,1.1031316161720834,49,0.708224600517925,0.5854102174217923,B
277,2,B,B,1.11852252154906,50,0.708224600517925,0.5967530324032235,B
278,2,B,B,1.11852252154906,51,0.708224600517925,0.6076232300937618,B
279,2,B,B,1.1195269808491877,52,0.708224600517925,0.6180702454153011,B
280,2,B,B,1.1392577851946994,53,0.708224600517925,0.6284939962108891,B
281,2,B,B,1.1787502131913512,54,0.708224600517925,0.6392833337987414,B
282,2,B,B,1.1787502131913512,55,0.708224600517925,0.6496576968639839,B
283,2,B,M,1.2389935808198114,56,0.8409168455933966,0.6496576968639839,B
284,2,B,B,1.249972689240155,57,0.8409168455933966,0.6609843948333455,B
285,2,B,B,1.249972689240155,58,0.8409168455933966,0.6718915854705086,B
286,2,B,B,1.2867039487493463,59,0.8409168455933966,0.6830699920755784,B
287,2,B,B,1.4050044778422361,60,0.8409168455933966,0.6959616793214115,B
288,2,B,M,1.42321612943915,61,0.9573767023625473,0.6959616793214115,B
289,2,B,B,1.4267588263291684,62,0.9573767023625473,0.708782681900495,B
290,2,B,B,1.4267588263291684,63,0.9573767023625473,0.7211615809423687,B
291,2,B,B,1.4670936320272256,64,0.9573767023625473,0.7338044970624511,B
292,2,B,B,1.4670936320272256,65,0.9573767023625473,0.7460259826451974,B
293,2,B,B,1.701456390899705,66,0.9573767023625473,0.7616887762231402,B
294,2,B,B,1.701456390899705,67,0.9573767023625473,0.7768463183953429,B
295,2,B,M,1.7605395749063213,68,1.091237181119843,0.7768463183953429,B
296,2,B,M,1.7605395749063213,69,1.1868518088036255,0.7768463183953429,B
297,2,B,M,1.7691574704315607,70,1.2596400165071173,0.7768463183953429,B
298,2,B,M,1.7691574704315607,71,1.3162530669431665,0.7768463183953429,B
299,2,B,B,1.7907109794758647,72,1.3162530669431665,0.7929394082537639,B
300,2,B,M,1.8073769122908154,73,1.3653654514779314,0.7929394082537639,B
301,2,B,M,1.8073769122908154,74,1.40554831155183,0.7929394082537639,B
302,2,B,B,1.9306531123731827,75,1.40554831155183,0.8107161848806298,B
303,2,B,M,2.063845603693894,76,1.4604064192303354,0.8107161848806298,B
304,2,B,M,2.218266083449555,77,1.5187033164779677,0.8107161848806298,B
305,2,B,M,2.218266083449555,78,1.568672085547367,0.8107161848806298,B
306,2,B,M,2.2370657221613213,79,1.6132316613216307,0.8107161848806298,B
307,2,B,M,2.2370657221613213,80,1.6522212901241113,0.8107161848806298,B
308,2,B,M,2.290066447003196,81,1.6897415934699398,0.8107161848806298,B
309,2,B,M,2.317873661894097,82,1.7246378194935041,0.8107161848806298,B
310,2,B,M,2.3340173411104455,83,1.7567104258943955,0.8107161848806298,B
311,2,B,M,2.3340173411104455,84,1.785575771655198,0.8107161848806298,B
312,2,B,M,2.374337269043476,85,1.813612033435592,0.8107161848806298,B
313,2,B,M,2.374337269043476,86,1.8390995441450415,0.8107161848806298,B
314,2,B,M,2.375811863919711,87,1.862434862396114,0.8107161848806298,B
315,2,B,M,2.375811863919711,88,1.8838255707929303,0.8107161848806298,B
316,2,B,M,2.389233399162488,89,1.9040418839277127,0.8107161848806298,B
317,2,B,M,2.389233399162488,90,1.922703096052127,0.8107161848806298,B
318,2,B,B,2.458679956641048,91,1.922703096052127,0.836069473676944,B
319,2,B,M,2.546897807228146,92,1.9458214186882759,0.836069473676944,B
320,2,B,M,2.546897807228146,93,1.9672884325647,0.836069473676944,B
321,2,B,M,2.573660062415232,94,1.9881977991112698,0.836069473676944,B
322,2,B,M,2.573660062415232,95,2.0077132078880684,0.836069473676944,B
323,2,B,M,2.6712733037889977,96,2.0291183722719697,0.836069473676944,B
324,2,B,M,2.6712733037889977,97,2.0491857138818768,0.836069473676944,B
325,2,B,M,2.673015923187664,98,2.0680896596184155,0.836069473676944,B
326,2,B,M,2.673015923187664,99,2.085881608546923,0.836069473676944,B
327,2,B,M,2.8013755463375722,100,2.1063242924837984,0.836069473676944,B
328,2,B,M,2.8673870617766615,101,2.127464924964156,0.836069473676944,B
329,2,B,M,3.0795685595344686,102,2.1531974556282183,0.836069473676944,B
330,2,B,M,3.0976666963875843,103,2.1780519093324124,0.836069473676944,B
331,2,B,M,3.0976666963875843,104,2.2016317756671606,0.836069473676944,B
332,2,B,M,3.124399798671577,105,2.224700976242271,0.836069473676944,B
333,2,B,M,3.124399798671577,106,2.246644849960059,0.836069473676944,B
334,2,B,M,3.2118924458606766,107,2.2696269355767402,0.836069473676944,B
335,2,B,M,3.3276865143549683,108,2.2942329722925128,0.836069473676944,B
336,2,B,M,3.3276865143549683,109,2.3177205527939324,0.836069473676944,B
337,2,B,M,3.3663590587334786,110,2.3410236307037,0.836069473676944,B
338,2,B,M,3.3663590587334786,111,2.363313531313043,0.836069473676944,B
339,2,B,M,3.5006549990949685,112,2.3875122859467006,0.836069473676944,B
340,2,B,M,3.5013785743953467,113,2.4107178336227144,0.836069473676944,B
341,2,B,M,3.5013785743953467,114,2.4329762160874617,0.836069473676944,B
342,3,M,M,0.2817452008390885,1,0.2817452008390885,0.836069473676944,M
343,3,M,B,0.31907531540352674,2,0.2817452008390885,0.31907531540352674,M
344,3,M,M,0.33660395589080594,3,0.3091745783649472,0.31907531540352674,M
345,3,M,M,0.34066030060643393,4,0.31966981911210945,0.31907531540352674,B
346,3,M,M,0.34066030060643393,5,0.3249174394856906,0.31907531540352674,B
347,3,M,M,0.42890091624681353,6,0.3457141348379152,0.31907531540352674,B
348,3,M,M,0.42890091624681353,7,0.3595785984060649,0.31907531540352674,B
349,3,M,M,0.5048419471279113,8,0.3803305053663287,0.31907531540352674,B
350,3,M,M,0.5048419471279113,9,0.3958944355865265,0.31907531540352674,B
351,3,M,M,0.5155744781478581,10,0.4091922180933411,0.31907531540352674,B
352,3,M,M,0.5155744781478581,11,0.41983044409879283,0.31907531540352674,B
353,3,M,M,0.5249689584532519,12,0.4293884908582891,0.31907531540352674,B
354,3,M,M,0.5249689584532519,13,0.43735352982453607,0.31907531540352674,B
355,3,M,M,0.5594298863867607,14,0.44674401879086106,0.31907531540352674,B
356,3,M,M,0.5594298863867607,15,0.4547930093334253,0.31907531540352674,B
357,3,M,B,0.6503056992394296,16,0.4547930093334253,0.48469050732147817,M
358,3,M,B,0.6503056992394296,17,0.4547930093334253,0.5398955712941286,M
359,3,M,B,0.6954038988183229,18,0.4547930093334253,0.5787726531751771,M
360,3,M,B,0.6954038988183229,19,0.4547930093334253,0.6020989023038062,M
361,3,M,M,0.7147714511833062,20,0.47212490545675073,0.6020989023038062,M
